Label,ImageSource
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\019_an_002_0030.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\020_an_003_0009.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\020_an_003_0012.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\020_an_003_0017.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\021_an_001_0019.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\021_an_001_0023.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\025_an_003_0021.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\025_an_003_0024.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\026_an_002_0016.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\026_an_002_0026.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\027_an_002_0014.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\027_an_002_0022.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\027_an_002_0025.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\029_an_002_0010.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\029_an_002_0014.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\030_an_003_0019.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\030_an_003_0024.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\084_an_003_0013.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\084_an_003_0015.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\084_an_003_0025.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\084_an_003_0035.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\085_an_007_0015.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\085_an_007_0039.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\087_an_000_0032.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\087_an_000_0035.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\087_an_000_0055.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\088_an_001_0034.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\088_an_001_0054.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\102_an_000_0016.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\102_an_000_0026.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\102_an_000_0032.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\102_an_000_0038.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\102_an_000_0048.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\102_an_000_0101.jpg
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S010_004_01595013.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S011_004_03142515.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S014_003_02410710.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S022_005_00023506.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S026_003_01384302.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S032_003_01350714.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S034_004_02293010.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S035_004_02502303.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S037_003_00234705.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S042_004_01440005.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S044_005_00045102.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S045_005_00160225.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S046_004_00021111.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S050_004_00015400.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S052_003_00120011.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S053_003_00023703.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S055_004_01070017.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S057_005_01273322.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S064_002_00013202.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S067_004_00021628.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S069_005_00014408.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S071_004_00242417.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S072_005_00014122.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S073_004_00093712.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S074_003_00211122.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S075_004_00312115.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S076_002_00005802.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S077_007_00101304.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S078_005_00005807.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S079_003_00111429.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S080_003_00204412.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S082_005_00092629.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S087_004_00015302.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S088_004_00114308.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S089_003_00222504.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S089_003_00222525.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S092_003_00014313.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S093_003_00095628.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S097_004_00263808.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S099_003_00425116.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S100_004_00523127.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S102_003_00024006.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S103_008_00121108.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S105_007_00351003.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S106_003_00443608.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S106_005_00460214.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S107_003_01001913.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S108_007_01113016.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S109_004_01204215.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S110_006_01285401.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S111_006_01371721.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S112_005_01453928.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S113_008_01551314.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S115_007_02121628.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S116_006_02240709.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S117_006_02334512.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S118_006_02444718.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S119_008_02570108.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S120_002_03045911.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S121_004_03102721.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S124_005_00100526.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S124_006_00113601.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S130_007_00544725.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S132_005_01095412.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S133_003_01172926.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S134_003_01260606.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S135_003_01314423.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S136_005_01391414.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S137_003_01442413.png
anger,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\anger\S138_003_01505325.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\006_di_000_0029.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\006_di_000_0031.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\006_di_000_0034.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\007_di_001_0023.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\007_di_001_0025.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\007_di_001_0027.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\007_di_001_0038.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\008_di_002_0020.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\008_di_002_0023.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\008_di_002_0050.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\009_di_003_0020.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\009_di_003_0030.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\010_di_000_0012.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\010_di_000_0014.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\010_di_000_0020.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\010_di_000_0028.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\013_di_001_0021.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\013_di_001_0024.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\014_di_002_0022.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\014_di_002_0024.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\014_di_002_0028.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\015_di_001_0016.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\015_di_001_0048.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\015_di_001_0052.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\016_di_000_0024.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\016_di_000_0030.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\017_di_001_0024.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\017_di_001_0036.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\017_di_001_0043.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\018_di_003_0008.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\018_di_003_0011.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\018_di_003_0016.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\019_di_001_0021.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\019_di_001_0027.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\020_di_002_0018.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\020_di_002_0025.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\020_di_002_0046.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\021_di_000_0021.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\021_di_000_0024.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\021_di_000_0029.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\025_di_001_0012.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\025_di_001_0020.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\025_di_001_0035.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\026_di_003_0014.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\026_di_003_0022.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\027_di_002_0009.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\027_di_002_0011.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\027_di_002_0027.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\029_di_002_0010.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\029_di_002_0031.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\030_di_002_0011.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\030_di_002_0018.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\084_di_003_0017.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\084_di_003_0024.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\084_di_003_0034.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\085_di_003_0013.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\085_di_003_0016.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\085_di_003_0027.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\087_di_000_0016.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\087_di_000_0018.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\087_di_000_0042.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\088_di_000_0014.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\088_di_000_0044.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0127.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0130.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0135.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0139.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0149.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0157.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0161.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\102_di_000_0226.jpg
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S010_005_01593515.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S011_005_03141101.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S014_004_02404104.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S022_006_00020915.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S026_004_01383101.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S032_005_01345411.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S034_003_02295127.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S035_005_02500525.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S037_004_00232903.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S042_005_01434826.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S044_006_00043812.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S045_004_00154022.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S050_005_00013112.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S055_003_01064100.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S056_002_01170628.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S057_003_01270124.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S059_003_00122326.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S069_003_00012920.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S072_001_00004606.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S073_006_00115121.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S074_004_00221625.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S075_005_00323303.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S076_005_00014216.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S077_006_00095507.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S078_003_00014929.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S079_002_00110809.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S082_007_00091601.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S083_004_00172215.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S087_006_00020822.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S095_006_00093019.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S096_003_00174923.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S097_005_00264929.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S098_003_00345006.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S100_005_00534419.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S101_001_01020023.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S102_001_00012816.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S102_009_00023301.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S103_005_00122310.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S105_008_00345813.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S106_004_00454810.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S107_005_01012216.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S108_006_01111523.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S109_005_01203525.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S110_005_01271827.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S111_007_01370420.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S115_002_02134109.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S118_001_02445407.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S121_003_03113227.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S122_002_03162619.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S130_008_00540622.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S133_004_01173820.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S136_002_01383203.png
disgust,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\disgust\S138_002_01512124.png
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\006_fe_001_0021.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\006_fe_001_0024.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\006_fe_001_0035.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\007_fe_002_0012.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\007_fe_002_0015.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\008_fe_000_0020.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\008_fe_000_0025.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\009_fe_000_0032.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\010_fe_001_0023.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\010_fe_001_0030.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\013_fe_001_0040.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\014_fe_000_0016.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\015_fe_001_0016.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\015_fe_001_0044.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\018_fe_000_0016.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\019_fe_001_0015.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\019_fe_001_0029.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\020_fe_001_0014.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\020_fe_001_0019.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\021_fe_003_0015.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\025_fe_001_0036.jpg
fear,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\fear\027_fe_002_0010.jpg
